Sensore,R2_RNN,RMSE_RNN,R2_EVJA,RMSE_EVJA
1,0.7520370815869342,2.150065536204356,0.7028907928757815,4.905482057007786
2,0.6468132495173395,2.5641878712862702,0.7113630840524425,4.904745412921014
3,0.7605106440902685,2.0679380264190783,0.7083456057975256,4.91606130397969
4,0.7444400106498457,2.1658958018003256,0.7102953661303371,4.99114502039331
5,0.6618237226775956,2.373546495281485,0.6583878061391824,5.21986844335248
6,0.6291932961758505,2.5903387791489885,0.6492622175704466,5.301283358240058
7,0.5327718831341737,2.77408791538537,0.6057312912199166,5.427662562589906
