target_1,y_test_1,predicted_1,evja_temp_1,target_2,y_test_2,predicted_2,evja_temp_2,target_3,y_test_3,predicted_3,evja_temp_3,target_4,y_test_4,predicted_4,evja_temp_4,target_5,y_test_5,predicted_5,evja_temp_5,target_6,y_test_6,predicted_6,evja_temp_6,target_7,y_test_7,predicted_7,evja_temp_7
0.074,0.07399999,1.3473116,-0.8,0.028,0.027999982,1.9707325,-0.8,0.179,0.17899993,2.6540346,-0.8,0.202,0.20200004,3.8768382,-0.8,1.182,1.1820002,3.2912006,-0.8,1.335,1.3349999,2.5486472,-0.8,2.6,2.6,3.0261729,-0.8
3.429,3.429,4.8552003,2.5,3.449,3.449,4.654216,2.5,3.325,3.3249998,5.570649,2.5,3.323,3.3230002,6.085043,2.5,4.312,4.312,5.6350183,2.5,4.403,4.403,5.421199,2.5,4.927,4.927,5.4919786,2.5
7.385,7.385,6.074251,6.4,7.462,7.4620004,5.174319,6.4,7.321,7.3210006,6.3072276,6.4,7.311,7.311,6.4368973,6.4,7.774,7.7740006,6.6232967,6.4,7.748,7.7480006,6.38867,6.4,8.254,8.254001,6.4696126,6.4
6.829,6.8290005,6.0487614,5.8,6.796,6.7959995,5.37629,5.8,6.764,6.764,6.2609725,5.8,6.728,6.727999,6.3828444,5.8,7.445,7.445001,6.3120046,5.8,7.578,7.5780005,6.3136454,5.8,8.073,8.073,6.3323894,5.8
6.572,6.5719995,6.201869,5.6,6.639,6.639,5.4230843,5.6,6.579,6.579,6.396692,5.6,6.56,6.5600004,6.7945337,5.6,7.195,7.1950006,6.649403,5.6,7.31,7.31,6.3982453,5.6,7.812,7.8120003,6.5650716,5.6
6.759,6.759,6.2328534,5.7,6.766,6.765999,5.660751,5.7,6.707,6.7069993,6.6621404,5.7,6.69,6.6899996,7.328345,5.7,7.19,7.1900005,7.075964,5.7,7.285,7.285,6.4902754,5.7,7.74,7.74,6.8122506,5.7
6.587,6.587,6.23982,5.5,6.622,6.622,5.6114535,5.5,6.585,6.585,6.6532483,5.5,6.541,6.541,7.3130345,5.5,6.944,6.944,6.7417455,5.5,7.083,7.0830007,6.352929,5.5,7.594,7.594,6.5735126,5.5
6.401,6.4009995,5.7691097,5.4,6.412,6.4119997,5.169082,5.4,6.406,6.406,6.3342905,5.4,6.387,6.387,6.8289266,5.4,7.01,7.01,6.5170016,5.4,7.063,7.063001,5.974933,5.4,7.58,7.58,6.382418,5.4
6.614,6.614,5.195277,5.5,6.629,6.6289997,5.168646,5.5,6.607,6.607,6.0587897,5.5,6.552,6.552,6.593561,5.5,7.072,7.0720005,6.433612,5.5,7.181,7.181,5.4724927,5.5,7.597,7.5970006,6.0929,5.5
4.574,4.574,4.5991254,3.8,4.607,4.607,4.5550847,3.8,4.696,4.696,5.4804635,3.8,4.626,4.6259995,6.0272675,3.8,5.494,5.494,5.779731,3.8,5.698,5.698,4.999615,3.8,6.602,6.602,5.3009014,3.8
5.342,5.342,4.7736244,4.1,5.38,5.38,4.4910975,4.1,5.433,5.433,5.6014504,4.1,5.435,5.435,6.0065455,4.1,5.839,5.839,5.9784017,4.1,5.962,5.962,5.115202,4.1,6.709,6.709,5.5024796,4.1
4.981,4.981,4.829084,3.9,4.973,4.973,4.696082,3.9,5.077,5.077,5.5915694,3.9,5.069,5.069,5.897778,3.9,5.645,5.645,5.8750997,3.9,5.869,5.869,5.164181,3.9,6.641,6.641,5.3508334,3.9
5.952,5.952,4.7998004,4.9,6.006,6.006,4.473001,4.9,5.966,5.966,5.433245,4.9,5.962,5.962,5.754366,4.9,6.542,6.542,5.674456,4.9,6.686,6.686,5.173303,4.9,7.17,7.17,5.3105474,4.9
6.03,6.03,4.5877314,4.9,6.035,6.0349994,4.466125,4.9,6.04,6.0399995,5.2996616,4.9,6.033,6.0330005,5.5545254,4.9,6.587,6.587,5.7034874,4.9,6.648,6.6480002,5.047938,4.9,7.233,7.233,5.3811545,4.9
6.104,6.1040006,4.887496,5.0,6.076,6.0760007,4.7818484,5.0,6.11,6.11,5.5322714,5.0,6.04,6.04,5.698567,5.0,6.577,6.577,5.678244,5.0,6.69,6.6900005,5.2519913,5.0,7.33,7.33,5.3301997,5.0
6.982,6.982,5.5760446,5.8,6.955,6.9550004,5.221747,5.8,6.816,6.8159995,6.1123114,5.8,6.8,6.8,6.175435,5.8,7.494,7.494,6.3721504,5.8,7.633,7.633,5.9010215,5.8,8.046,8.046,6.021726,5.8
8.299,8.299,6.9704733,7.2,8.405,8.405,7.2925663,7.2,8.188,8.188,7.841959,7.2,8.307,8.307,8.348093,7.2,8.847,8.847,7.8871346,7.2,8.903,8.903,7.4389997,7.2,9.409,9.409,7.75509,7.2
16.026,16.026,10.2913265,14.4,16.479,16.479,9.905389,14.4,16.74,16.74,10.6496525,14.4,16.46,16.46,10.180758,14.4,18.084,18.084,10.470971,14.4,19.561,19.561,10.4703455,14.4,18.02,18.019999,10.167453,14.4
16.263,16.263,9.4033165,13.9,15.605,15.6050005,8.748856,13.9,16.382,16.382002,9.450354,13.9,16.283,16.283,9.390703,13.9,13.38,13.38,10.016087,13.9,14.688,14.688,9.541358,13.9,14.785,14.785,9.577625,13.9
12.904,12.904,8.31754,11.2,12.873,12.873,7.896339,11.2,12.959,12.959001,8.653126,11.2,12.877,12.877,8.856664,11.2,11.915,11.915,9.011597,11.2,12.482,12.482,8.450175,11.2,13.183,13.183,8.6787195,11.2
9.954,9.954,7.4468617,8.7,9.952,9.952001,7.079728,8.7,9.806,9.806002,7.788203,8.7,9.881,9.881,8.1655245,8.7,9.814,9.814,8.133503,8.7,9.869,9.869001,7.652415,8.7,10.407,10.407,8.010953,8.7
8.28,8.279999,6.6812468,7.2,8.308,8.307999,6.336222,7.2,8.346,8.346,7.195148,7.2,8.296,8.296,7.432818,7.2,8.198,8.198001,7.660788,7.2,8.378,8.378001,6.9781437,7.2,8.722,8.722,7.260612,7.2
7.467,7.4669995,6.4949856,6.4,7.481,7.4809995,6.395349,6.4,7.484,7.4839993,7.021764,6.4,7.42,7.4200006,7.355795,6.4,7.87,7.8700004,7.1776967,6.4,8.059,8.059,6.719973,6.4,8.563,8.563001,7.1475897,6.4
7.487,7.4870005,6.534242,6.5,7.536,7.5360003,6.2201843,6.5,7.509,7.509,6.902171,6.5,7.464,7.4639997,7.25782,6.5,7.971,7.971,7.2901597,6.5,7.942,7.942,6.8085017,6.5,8.571,8.571,7.096176,6.5
7.305,7.305,6.3276405,6.2,7.31,7.31,6.4520035,6.2,7.366,7.3659997,7.142668,6.2,7.289,7.2890005,7.69459,6.2,7.661,7.6610003,7.637193,6.2,7.654,7.6539993,6.748433,6.2,8.369,8.369,7.1915765,6.2
7.119,7.119001,6.111237,6.0,7.094,7.0939994,6.2873354,6.0,7.201,7.2010007,6.897225,6.0,7.174,7.174,7.6081944,6.0,7.497,7.497,7.209048,6.0,7.47,7.469999,6.5584855,6.0,8.268,8.268,6.9813623,6.0
6.425,6.425,5.47609,5.3,6.417,6.417,5.4765344,5.3,6.518,6.518,6.2432456,5.3,6.488,6.488,6.8191614,5.3,6.629,6.629,6.693302,5.3,6.973,6.9729996,5.948224,5.3,7.751,7.7510004,6.3653994,5.3
5.882,5.8820004,5.339087,4.8,5.88,5.8799996,5.5024295,4.8,5.974,5.974,6.298221,4.8,5.974,5.974,6.802043,4.8,6.561,6.561,6.640849,4.8,6.685,6.6850004,5.805817,4.8,7.277,7.277,6.2977324,4.8
6.382,6.382001,5.8380785,5.2,6.366,6.366,5.507375,5.2,6.504,6.504,6.532747,5.2,6.401,6.4009995,6.9955473,5.2,6.848,6.848,6.775854,5.2,6.854,6.853999,6.1044874,5.2,7.672,7.6720004,6.5227146,5.2
6.802,6.8020005,5.9761086,5.7,6.898,6.8980002,5.638402,5.7,6.846,6.8459997,6.6570225,5.7,6.808,6.808,6.926325,5.7,7.203,7.2030005,6.9796033,5.7,7.338,7.338,6.2301855,5.7,7.951,7.951,6.718538,5.7
6.932,6.932,5.9281306,5.7,6.914,6.914,5.910161,5.7,6.883,6.883,6.6221743,5.7,6.881,6.881,7.1481295,5.7,7.263,7.2630005,6.719226,5.7,7.355,7.3550005,6.2815037,5.7,7.881,7.881001,6.826095,5.7
6.944,6.9440002,6.154149,5.9,6.998,6.997999,5.4456973,5.9,6.99,6.99,6.6436343,5.9,7.018,7.017999,6.9085484,5.9,7.187,7.1870008,6.7668624,5.9,7.239,7.2390003,6.3321857,5.9,7.721,7.7210007,6.60805,5.9
7.015,7.015,6.23723,5.8,7.003,7.0029993,5.645904,5.8,6.941,6.941,6.798995,5.8,6.965,6.964999,6.978731,5.8,7.344,7.3440003,7.043643,5.8,7.327,7.3269997,6.4132605,5.8,8.037,8.037,6.712444,5.8
7.025,7.0250006,6.445488,5.9,7.037,7.037,5.7815223,5.9,6.969,6.969,6.876144,5.9,6.971,6.9710007,6.9950676,5.9,7.296,7.296,6.857014,5.9,7.503,7.5029993,6.568353,5.9,8.018,8.018,6.679534,5.9
7.817,7.8169994,7.058586,6.4,7.843,7.8429995,6.0451145,6.4,7.754,7.753999,7.376108,6.4,7.782,7.781999,7.239555,6.4,8.018,8.018,7.3963,6.4,8.082,8.082,6.9736943,6.4,8.559,8.559001,7.1021876,6.4
10.427,10.427,7.895747,8.7,10.4,10.400001,7.6783323,8.7,10.302,10.302,8.4922905,8.7,10.314,10.314,8.762284,8.7,9.68,9.68,8.720047,8.7,10.387,10.387,8.142984,8.7,10.844,10.844,8.329961,8.7
11.997,11.997,8.440081,10.2,12.199,12.199001,7.9619927,10.2,12.046,12.046001,8.878205,10.2,12.025,12.025,9.070879,10.2,11.33,11.33,9.009308,10.2,11.672,11.671999,8.610513,10.2,12.13,12.13,8.800766,10.2
12.292,12.292,9.193041,10.0,12.202,12.202,8.52412,10.0,12.261,12.261001,9.434514,10.0,12.013,12.013,9.48148,10.0,10.715,10.714999,9.666371,10.0,11.164,11.164,9.257625,10.0,11.763,11.763,9.405195,10.0
12.001,12.001,9.181176,10.0,11.598,11.598001,8.260365,10.0,11.924,11.924,9.391488,10.0,11.851,11.851,9.559931,10.0,11.743,11.743,9.082991,10.0,11.892,11.892001,8.848511,10.0,12.479,12.479001,9.176484,10.0
11.712,11.712,8.619458,10.0,11.754,11.754,7.4201517,10.0,11.61,11.610001,8.734034,10.0,11.64,11.64,8.969268,10.0,11.481,11.481,8.678826,10.0,11.736,11.736,8.368471,10.0,12.19,12.189999,8.730965,10.0
8.943,8.943,7.597055,7.8,8.925,8.925,6.8038526,7.8,8.852,8.851999,7.924231,7.8,8.847,8.847001,8.19633,7.8,9.067,9.067,8.20881,7.8,9.06,9.06,7.6327047,7.8,9.677,9.677,8.016715,7.8
8.024,8.024,7.3631053,6.7,8.032,8.031999,6.352246,6.7,7.935,7.935,7.6759896,6.7,7.964,7.964,7.9614763,6.7,8.124,8.124,7.4440875,6.7,8.198,8.198,7.2023654,6.7,8.849,8.849,7.529575,6.7
7.704,7.7039995,7.1394796,6.5,7.707,7.706999,6.1984425,6.5,7.726,7.7260003,7.437127,6.5,7.688,7.688,7.524792,6.5,8.026,8.026001,7.7374516,6.5,8.049,8.048999,7.213877,6.5,8.649,8.649,7.5584373,6.5
7.594,7.594,6.7909374,6.3,7.68,7.6799994,6.641875,6.3,7.585,7.585,7.5486627,6.3,7.582,7.5820003,8.222918,6.3,7.784,7.784,7.9270477,6.3,7.795,7.795,7.056099,6.3,8.486,8.486001,7.543225,6.3
7.602,7.602,6.674618,6.3,7.649,7.649,6.1633353,6.3,7.602,7.602,7.3204365,6.3,7.55,7.549999,8.0336,6.3,7.777,7.777,7.477613,6.3,7.729,7.729001,6.832829,6.3,8.411,8.411,7.3054304,6.3
7.063,7.063,6.5136127,5.9,7.08,7.08,6.2107406,5.9,7.063,7.063,7.174474,5.9,7.088,7.088,7.7238464,5.9,7.343,7.343001,7.6638913,5.9,7.448,7.4479995,6.8231273,5.9,8.157,8.157,7.279391,5.9
7.45,7.45,6.123314,6.2,7.459,7.4589996,5.8679667,6.2,7.382,7.382,6.837251,6.2,7.381,7.3809996,7.3586698,6.2,7.594,7.594,7.049152,6.2,7.6,7.6,6.268453,6.2,8.288,8.288,6.8023224,6.2
7.108,7.108,5.897076,5.9,7.219,7.219,5.3546286,5.9,7.118,7.1179996,6.533449,5.9,7.141,7.141,6.9865746,5.9,7.344,7.3440003,6.80103,5.9,7.379,7.3789997,6.076875,5.9,8.127,8.127,6.5672646,5.9
5.664,5.664,5.475035,4.7,5.759,5.7589993,4.964832,4.7,5.819,5.819,6.1687107,4.7,5.813,5.813,6.5604796,4.7,6.07,6.07,6.409662,4.7,6.269,6.269,5.5902348,4.7,7.465,7.465,6.135469,4.7
6.78,6.78,5.3847322,5.3,6.77,6.7700005,4.8107395,5.3,6.717,6.717,6.0240445,5.3,6.696,6.696001,6.433843,5.3,6.845,6.845,6.161328,5.3,6.95,6.9500003,5.6057925,5.3,7.732,7.732,5.8047175,5.3
6.62,6.62,5.4176536,5.5,6.61,6.6100006,4.8818173,5.5,6.566,6.566,5.9877753,5.5,6.528,6.528,6.2078648,5.5,6.895,6.895,6.108657,5.5,6.906,6.906,5.71939,5.5,7.651,7.6510005,5.862174,5.5
6.911,6.9110003,5.7251577,5.5,6.903,6.9030004,5.29103,5.5,6.841,6.841,6.3128004,5.5,6.832,6.832,6.429132,5.5,6.925,6.925,6.4582925,5.5,6.99,6.9899993,5.8844204,5.5,7.913,7.9130006,6.101167,5.5
10.035,10.035,7.367815,8.6,10.159,10.159,7.0537615,8.6,10.089,10.089,7.92645,8.6,10.069,10.069,8.05917,8.6,10.366,10.366,8.249161,8.6,10.45,10.45,7.67913,8.6,10.664,10.664,7.642339,8.6
11.9,11.9,8.196261,10.6,12.027,12.027001,7.7327166,10.6,12.057,12.057,8.522107,10.6,11.94,11.94,8.522989,10.6,12.101,12.101,8.93531,10.6,12.394,12.394,8.533971,10.6,12.473,12.473,8.414237,10.6
9.564,9.564,6.271563,8.2,9.378,9.378,5.7151284,8.2,9.534,9.534001,6.8452663,8.2,9.361,9.361,6.997717,8.2,9.251,9.251,7.097022,8.2,9.477,9.477,6.5641017,8.2,10.175,10.175,6.810085,8.2
6.615,6.6150002,5.4685388,5.5,6.634,6.634,5.1611547,5.5,6.734,6.734,6.1089287,5.5,6.685,6.6849995,6.4687176,5.5,6.944,6.944,6.361672,5.5,6.962,6.962,5.772324,5.5,8.096,8.096,6.167255,5.5
4.56,4.56,4.3836308,3.5,4.532,4.532,4.6373043,3.5,4.702,4.702,5.5361214,3.5,4.524,4.524,6.4091787,3.5,5.443,5.443,5.938111,3.5,5.706,5.706,5.0695477,3.5,6.781,6.781,5.4674997,3.5
3.385,3.3850002,3.3949742,2.3,3.325,3.3250003,3.425343,2.3,3.866,3.8659997,4.480375,2.3,3.817,3.817,5.1162095,2.3,4.193,4.193,4.730677,2.3,4.837,4.837,3.8913553,2.3,5.984,5.984,4.335261,2.3
1.309,1.3089999,3.537644,0.4,1.328,1.3279997,3.2702782,0.4,1.474,1.4740002,4.552657,0.4,1.309,1.309,5.120941,0.4,2.605,2.605,4.692768,0.4,2.831,2.831,3.9303608,0.4,4.605,4.605,4.3205514,0.4
5.68,5.68,4.1447487,4.3,5.704,5.704,3.5946536,4.3,5.69,5.69,4.938704,4.3,5.68,5.68,5.462083,4.3,5.55,5.55,5.0122137,4.3,5.61,5.61,4.3217554,4.3,6.755,6.755,4.604981,4.3
5.481,5.481,3.9765818,4.3,5.573,5.573,3.5537097,4.3,5.468,5.468,4.6963687,4.3,5.515,5.515,4.948622,4.3,5.671,5.671,4.7870173,4.3,5.655,5.6549997,4.261276,4.3,6.642,6.642,4.305761,4.3
7.602,7.602,5.531479,5.8,7.676,7.676,5.4250054,5.8,7.624,7.624,6.294497,5.8,7.696,7.6959996,6.64593,5.8,6.985,6.985,6.599949,5.8,7.233,7.233,5.9954357,5.8,8.372,8.372,5.970723,5.8
10.092,10.092,7.0778127,8.7,10.254,10.254,6.699804,8.7,9.952,9.952,7.6310763,8.7,10.132,10.132001,7.854924,8.7,10.918,10.918,7.574507,8.7,10.983,10.983,7.2649903,8.7,11.206,11.205999,7.2995825,8.7
11.687,11.687001,6.532922,9.4,11.627,11.627001,5.8086834,9.4,11.962,11.962,6.939453,9.4,12.022,12.022,7.3390703,9.4,10.193,10.193,6.9915285,9.4,10.595,10.595001,6.4269624,9.4,11.412,11.412,6.64438,9.4
6.854,6.8540006,5.568997,6.0,6.92,6.92,5.015716,6.0,6.81,6.8099995,6.167458,6.0,6.905,6.905,6.4484253,6.0,7.443,7.4430003,6.247983,6.0,7.594,7.594001,5.7180357,6.0,8.386,8.386,5.9502597,6.0
6.458,6.458,5.157332,5.4,6.485,6.485,4.929489,5.4,6.385,6.3850007,5.861574,5.4,6.404,6.404,6.575147,5.4,6.976,6.976,6.1399484,5.4,7.259,7.259,5.4627,5.4,7.741,7.741,5.7750955,5.4
5.619,5.6189995,4.064066,4.7,5.739,5.7389994,3.6123643,4.7,5.63,5.63,4.9187484,4.7,5.613,5.613,5.753543,4.7,6.234,6.234,5.1037903,4.7,6.363,6.363,4.249055,4.7,7.159,7.159,4.555833,4.7
4.746,4.7459993,2.7861297,3.8,4.816,4.816,2.512422,3.8,4.744,4.744,3.8650079,3.8,4.731,4.731,4.816443,3.8,5.311,5.311,4.036883,3.8,5.509,5.5090003,2.936894,3.8,6.618,6.618,3.4582076,3.8
4.39,4.39,2.6141725,3.3,4.441,4.4410005,2.472216,3.3,4.338,4.338,3.6336987,3.3,4.416,4.416,4.263899,3.3,5.029,5.029,3.9276655,3.3,5.47,5.47,3.0169468,3.3,6.099,6.099,3.2734005,3.3
4.159,4.159,2.4787095,3.1,4.172,4.172,2.3670068,3.1,4.154,4.154,3.4419878,3.1,4.17,4.1700006,3.8532877,3.1,4.799,4.799,3.6572769,3.1,5.106,5.106,3.0540924,3.1,6.154,6.154,3.1586106,3.1
4.118,4.1179996,3.2745888,3.1,4.159,4.159,2.9974027,3.1,4.121,4.121,3.984368,3.1,4.224,4.224,4.175444,3.1,4.864,4.864,4.2152734,3.1,5.343,5.343,3.6380985,3.1,6.154,6.154,3.6161594,3.1
7.708,7.708,5.3361397,7.1,7.768,7.7680006,5.253734,7.1,7.838,7.838,6.1905227,7.1,7.721,7.7209997,6.581757,7.1,9.234,9.234001,6.283984,7.1,9.967,9.967,5.704982,7.1,9.774,9.774,5.4665623,7.1
11.686,11.686,6.0881157,9.6,10.98,10.979999,5.7102113,9.6,11.989,11.989001,6.63546,9.6,11.795,11.795,6.8970017,9.6,11.291,11.291,6.664272,9.6,11.46,11.46,6.219446,9.6,12.405,12.405,6.175832,9.6
8.053,8.053,4.749125,6.9,7.846,7.846,4.20027,6.9,8.043,8.042999,5.276225,6.9,7.913,7.9129996,5.6587176,6.9,8.843,8.843,5.427403,6.9,8.852,8.852,4.9161696,6.9,9.103,9.103,4.975179,6.9
5.448,5.448,4.0318494,4.5,5.57,5.57,3.4391184,4.5,5.518,5.5180006,4.562347,4.5,5.441,5.4409995,4.966308,4.5,6.269,6.269,4.7320423,4.5,6.674,6.674,4.191945,4.5,6.312,6.312,4.322195,4.5
4.691,4.6909995,2.9699302,3.7,4.762,4.762,3.0052323,3.7,4.667,4.6669993,4.111058,3.7,4.775,4.775,5.2023726,3.7,5.396,5.396,4.548749,3.7,5.893,5.893,3.4631524,3.7,5.364,5.364,3.8172631,3.7
3.906,3.906,3.5365403,3.0,3.892,3.892,3.9772186,3.0,3.94,3.94,4.130389,3.0,3.87,3.87,4.8979855,3.0,4.725,4.725,4.107758,3.0,5.237,5.237,4.0897136,3.0,4.824,4.824,3.4499438,3.0
4.028,4.028,3.6974154,2.9,4.104,4.104,4.581679,2.9,4.099,4.099,3.6673849,2.9,4.066,4.066,4.404404,2.9,4.699,4.699,2.896597,2.9,5.248,5.248,5.1316705,2.9,4.699,4.6990004,3.2674649,2.9
3.94,3.94,3.3598883,3.1,4.014,4.0139995,4.1545234,3.1,4.019,4.0189996,3.2456274,3.1,3.942,3.9420004,3.7859917,3.1,4.483,4.483,2.3452063,3.1,4.683,4.683,4.848079,3.1,5.224,5.224,2.749597,3.1
3.62,3.6200001,2.6434596,2.8,3.587,3.587,3.5507565,2.8,3.768,3.768,2.6713092,2.8,3.356,3.3560002,3.0154607,2.8,4.059,4.059,1.9796861,2.8,4.48,4.4799995,4.391337,2.8,4.993,4.993,2.1761835,2.8
4.733,4.733,4.1196113,3.5,4.778,4.778,5.3775024,3.5,4.867,4.8669996,4.2450705,3.5,4.611,4.611,4.7571673,3.5,4.867,4.8670006,3.7226596,3.5,5.213,5.213,5.854414,3.5,5.687,5.687,3.6491365,3.5
9.891,9.891,6.909951,8.9,9.961,9.961001,8.277567,8.9,9.949,9.949,7.197689,8.9,9.595,9.595,7.736075,8.9,10.841,10.841,6.551917,8.9,11.784,11.784,8.374572,8.9,10.905,10.905,6.1788716,8.9
9.677,9.677,6.3199215,9.5,10.02,10.020001,7.2816477,9.5,9.987,9.987,6.394733,9.5,9.632,9.632,7.023381,9.5,11.579,11.579,5.7723203,9.5,12.408,12.408,7.7792025,9.5,11.842,11.842,5.758394,9.5
5.399,5.399,4.135246,5.1,5.468,5.4680004,5.2168846,5.1,5.549,5.549,4.364324,5.1,5.501,5.5010004,4.9262385,5.1,6.572,6.572,3.9208903,5.1,7.088,7.088,6.09857,5.1,6.772,6.772,3.9194896,5.1
4.496,4.4960003,3.6945214,3.7,4.532,4.532,4.449193,3.7,4.66,4.66,3.4275978,3.7,4.509,4.5089993,4.077099,3.7,5.348,5.348,2.741823,3.7,5.598,5.598,5.1604543,3.7,5.457,5.457,2.9539149,3.7
3.243,3.2429998,2.9278042,2.4,3.317,3.3169997,3.7424343,2.4,3.365,3.365,2.9408212,2.4,3.333,3.3330004,3.771704,2.4,4.076,4.076,2.429363,2.4,4.897,4.897,4.5148516,2.4,4.267,4.267,2.3655992,2.4
2.602,2.6020005,1.9316117,1.7,2.638,2.6379998,2.6337445,1.7,2.577,2.5769997,1.8073691,1.7,2.612,2.6120002,2.7759438,1.7,3.553,3.5530002,1.0101607,1.7,4.038,4.038,3.1887152,1.7,3.656,3.656,1.4720758,1.7
1.869,1.869,1.238376,1.1,1.853,1.853,1.7874757,1.1,2.024,2.024,1.2535708,1.1,1.936,1.9359999,1.9015796,1.1,2.843,2.8430002,0.49258965,1.1,3.551,3.551,2.5911598,1.1,3.171,3.1710002,0.77377725,1.1
1.749,1.7489997,0.7729869,0.9,1.769,1.7689998,1.338154,0.9,1.845,1.8450003,0.6350224,0.9,1.801,1.801,1.0617813,0.9,2.8,2.8,0.17173386,0.9,3.507,3.5069997,2.417617,0.9,2.986,2.9860003,0.26025048,0.9
1.391,1.3909998,1.3846196,0.4,1.361,1.3610001,2.1604352,0.4,1.5,1.5,1.4487634,0.4,1.318,1.3180001,1.492095,0.4,2.398,2.3980002,0.7734867,0.4,3.007,3.007,3.150749,0.4,2.563,2.5630004,0.6995379,0.4
4.707,4.707,3.991466,3.8,4.725,4.725,5.0907946,3.8,4.955,4.955,4.086885,3.8,4.527,4.5270004,4.8914165,3.8,5.901,5.901,3.518647,3.8,6.857,6.857,5.4217367,3.8,6.104,6.104,3.248032,3.8
9.45,9.45,6.041407,8.8,9.672,9.672001,7.330191,8.8,9.831,9.831,6.1915,8.8,9.188,9.188001,6.816155,8.8,11.1,11.1,5.5414715,8.8,11.901,11.901,7.607256,8.8,11.312,11.312001,5.3925805,8.8
8.35,8.349999,4.5194397,8.3,8.489,8.489,5.4463477,8.3,8.587,8.587,4.590624,8.3,8.215,8.215,5.188649,8.3,9.735,9.735,4.174018,8.3,10.247,10.247,6.2710567,8.3,10.998,10.998,4.136064,8.3
4.441,4.4409995,3.394636,3.4,4.548,4.548,4.29414,3.4,4.574,4.574,3.637027,3.4,4.436,4.436,3.88678,3.4,4.347,4.347,3.279948,3.4,4.356,4.3560004,5.491392,3.4,5.507,5.507,3.1517394,3.4
4.03,4.03,3.623176,2.9,4.126,4.126,4.4690385,2.9,4.107,4.1069994,3.8813748,2.9,4.072,4.072,4.9932203,2.9,4.077,4.077,3.523406,2.9,4.092,4.092,5.3567767,2.9,5.074,5.0740004,3.4643807,2.9
3.899,3.899,2.9905093,2.7,3.989,3.9890003,4.3462534,2.7,3.984,3.984,3.723258,2.7,3.82,3.82,4.7196484,2.7,3.766,3.7660003,2.9215672,2.7,3.781,3.7809997,4.506075,2.7,4.832,4.832,2.986567,2.7
4.015,4.015,3.3386748,2.6,4.153,4.153,4.996711,2.6,4.035,4.0350003,4.1173725,2.6,4.05,4.05,4.469388,2.6,3.76,3.76,2.822212,2.6,3.774,3.774,4.863127,2.6,4.838,4.838,2.9779277,2.6
3.92,3.92,3.3051257,2.8,4.015,4.015,4.9881506,2.8,4.032,4.0320005,3.833634,2.8,3.981,3.9810004,4.0376945,2.8,3.878,3.878,2.5029252,2.8,3.906,3.9060001,5.109465,2.8,4.945,4.945,2.7636847,2.8
3.907,3.907,3.8295476,3.0,3.933,3.9329998,5.465056,3.0,3.938,3.9380002,4.372076,3.0,3.969,3.9689999,4.4057364,3.0,4.389,4.389,2.8386054,3.0,4.636,4.636,5.699166,3.0,5.037,5.037,3.1297948,3.0
5.227,5.227,5.5035963,4.1,5.245,5.245,7.5264297,4.1,5.338,5.338,6.394161,4.1,5.134,5.134,6.476534,4.1,5.808,5.808,4.9171987,4.1,6.245,6.245,7.3223667,4.1,6.072,6.072,4.8694754,4.1
7.124,7.123999,7.1755824,7.6,7.834,7.834,9.327314,7.6,7.264,7.2640004,8.15573,7.6,8.434,8.434,8.533142,7.6,9.407,9.407,6.5856957,7.6,10.187,10.187,8.840568,7.6,9.514,9.514,6.353432,7.6
9.52,9.52,7.9286695,8.4,9.806,9.806,10.1939945,8.4,9.438,9.438,8.860109,8.4,9.521,9.521,9.251193,8.4,10.101,10.101,7.338502,8.4,10.612,10.612,9.758756,8.4,10.64,10.64,7.1940465,8.4
7.122,7.122,6.909142,5.9,7.17,7.17,8.878667,5.9,7.281,7.2810006,7.8011775,5.9,7.237,7.2369995,8.023712,5.9,7.163,7.163001,6.0496936,5.9,7.785,7.7850003,8.732053,5.9,7.519,7.519,6.307804,5.9
6.064,6.0640006,6.6241536,5.0,6.083,6.0830007,8.532261,5.0,6.129,6.129,7.1701922,5.0,6.073,6.073,7.4937954,5.0,6.769,6.769,5.6049047,5.0,7.053,7.053,8.333823,5.0,6.908,6.908,5.8801274,5.0
5.963,5.963,6.694969,4.7,6.017,6.017001,8.980816,4.7,6.022,6.0220003,7.554552,4.7,5.955,5.955,8.192781,4.7,6.232,6.232,6.426742,4.7,6.58,6.58,8.551511,4.7,6.472,6.472,6.3996344,4.7
6.302,6.3020005,7.0734763,4.9,6.317,6.3170004,8.919878,4.9,6.358,6.358,7.7108426,4.9,6.302,6.3019996,8.220625,4.9,6.509,6.509,6.333927,4.9,6.718,6.7179995,8.632368,4.9,6.671,6.671,6.470965,4.9
6.84,6.84,7.1568637,5.4,6.837,6.837,8.847468,5.4,6.92,6.92,7.8033733,5.4,6.884,6.884,8.168213,5.4,6.804,6.804,5.9694896,5.4,6.93,6.9300003,8.581259,5.4,7.096,7.096,6.31946,5.4
6.748,6.748,6.695715,5.3,6.751,6.751,8.320276,5.3,6.78,6.78,7.5408964,5.3,6.759,6.759,7.631078,5.3,6.742,6.742,5.672441,5.3,6.881,6.881,8.114314,5.3,7.012,7.012,5.8420715,5.3
6.056,6.056,6.686391,4.8,6.067,6.0669994,8.485239,4.8,6.091,6.091,7.534728,4.8,6.033,6.0330005,7.5217857,4.8,6.61,6.61,5.718963,4.8,6.791,6.791,8.352393,4.8,6.737,6.737,5.8076253,4.8
